book_no,charge_no,statute,description,level,degree
ASO18JBN007918,#2,812.014.2e,LARC: PETIT THEFT 1ST DEGREE 100 LESS 300 DOLS,M,1st
ASO18JBN007918,#3,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO18JBN007918,#4,810.02.4a,BURGL: UNOCCUPIED STRUCTURE UNARMED,F,3rd
ASO18JBN007698,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN006454,#1,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO19JBN001300,#1,782.051.2,HOMICIDE: OTHER FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO19JBN001300,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001300,#3,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001300,#4,790.19,WEAPON OFFENSE: MISSILE INTO DWELLING VEH BUILDING OR AIRCRAFT,F,2nd
ASO19JBN001300,#5,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN001300,#6,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001300,#7,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN001300,#8,782.051.2,HOMICIDE: OTHER FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO19JBN001300,#9,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001300,#10,790.19,WEAPON OFFENSE: MISSILE INTO DWELLING VEH BUILDING OR AIRCRAFT,F,2nd
ASO18JBN005726,#1,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO18JBN005971,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO18JBN005971,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN001247,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001034,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO18JBN006486,#1,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO18JBN000988,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN001556,#1,790.01.2,CARRYING CONCEALED WEAPON: UNLICENSED FIREARM,F,3rd
ASO19JBN000077,#1,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN000523,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO18JBN006476,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN006476,#2,901.36.1,FRAUD-IMPERSON: FALSE ID GIVEN TO LEO,M,1st
ASO18JBN006476,#3,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN006476,#4,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN006068,#1,812.014.2e,LARC: PETIT THEFT 1ST DEGREE 100 LESS 300 DOLS,M,1st
ASO18JBN006068,#2,893.13.6b,DANGEROUS DRUGS: 3 GRAMS OR LESS SYN CANNABINOID OR BATH SALTS,M,1st
ASO18JBN006068,#3,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN006068,#4,951.22.1,SMUGGLE CONTRABAND: INTRODUCE INTO DETENTION FACILITY,F,3rd
ASO18JBN006068,#5,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN001357,#1,316.193.4,DI-UNLAW BLD ALCH: .15 HIGHTER OR W PERSON UNDER 18 IN VEHICLE,M,2nd
ASO19JBN001134,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001701,#1,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO19JBN001701,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001662,#1,794.011.4b,SEX ASSLT: SEX BAT 18 YR OR OLDER BY PRSN 18 YR OR OLD,F,1st
ASO19JBN001304,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,1st
ASO18JBN007716,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001320,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001136,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN007079,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN007079,#2,806.13.1b2,DAMAGE PROP-CRIM MISCH: OVER 200 DOLS UNDER 1000 DOLS,M,1st
ASO18JBN005316,#1,790.01.2,CARRYING CONCEALED WEAPON: UNLICENSED FIREARM,F,3rd
ASO18JBN005316,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005316,#3,790.01.2,CARRYING CONCEALED WEAPON: UNLICENSED FIREARM,F,3rd
ASO18JBN005316,#4,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005559,#1,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO18JBN005559,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN005559,#3,812.014.2c5,LARC: GRAND THEFT OF FIREARM,F,3rd
ASO19JBN001307,#1,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO18JBN005835,#1,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO18JBN005385,#1,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO18JBN005385,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN005385,#3,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN005385,#4,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO19JBN000648,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000648,#2,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN000771,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN001375,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO19JBN001375,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001375,#3,843.01,RESIST OFFICER: WITH VIOLENCE,F,3rd
ASO19JBN001375,#4,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN001367,#1,784.08.2c,BATTERY: ON PERSON 65 YEARS OF AGE OR OLDER,F,3rd
ASO19JBN001240,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO19JBN001299,#1,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO19JBN001299,#2,893.135.1f1,AMPHETAMINE-TRAFFIC: OR METHAMPHETAMINE 14 GRAMS OR OVER,F,1st
ASO19JBN001299,#3,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000611,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001341,#1,827.03.2c,CRUELTY TOWARD CHILD: ABUSE CHILD WITHOUT GREAT BODILY HARM,F,3rd
ASO19JBN001518,#1,893.13.1a1,DRUGS-POSSESS: POSSESS METHAMPHETAMINE,F,2nd
ASO19JBN001518,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN005944,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN005944,#2,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO19JBN000558,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001484,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001484,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001217,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001551,#1,901.04.,OUT-OF-COUNTY WARRANT: ,N,N
ASO18JBN004237,#1,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN004237,#2,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN004237,#3,827.071.4,OBSCENE MATERIAL-POSSESS: POSS PROMOTE PRESENT DEPICT CHILD SEX CONDUCT,F,2nd
ASO18JBN004237,#4,827.071.4,OBSCENE MATERIAL-POSSESS: POSS PROMOTE PRESENT DEPICT CHILD SEX CONDUCT,F,2nd
ASO19JBN001491,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001491,#2,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO18JBN005648,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN005648,#2,812.014.2e,LARC: PETIT THEFT 1ST DEGREE 100 LESS 300 DOLS,M,1st
ASO19JBN000946,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO18JBN006143,#1,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO18JBN006143,#2,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO19JBN001569,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,1st
ASO19JBN000321,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN000155,#1,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO19JBN000155,#2,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO19JBN000155,#3,812.014.2c5,LARC: GRAND THEFT OF FIREARM,F,3rd
ASO19JBN001459,#1,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO18JBN004359,#1,810.02.4a,BURGL: UNOCCUPIED STRUCTURE UNARMED,F,3rd
ASO18JBN004359,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001365,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001236,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN001236,#2,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN001236,#3,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001236,#4,893.13.6c,SYNTH NARCOTIC-POSSESS: OVER 10 GRAMS SCHEDULE I,F,1st
ASO19JBN001236,#5,893.13.7c,MARIJUANA-DISTRIB: SCHEDULE I OR II SUBSQ VIOL,F,3rd
ASO18JBN005076,#1,784.045.1a2,AGGRAV BATTERY: PERSON USES A DEADLY WEAPON,F,2nd
ASO18JBN005076,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN001597,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN001802,#1,784.041.1,BATTERY: COMMIT FELONY BATTERY,F,3rd
ASO18JBN001802,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001381,#1,539.001.8b8a,FRAUD: FALSE OWNER INFO PAWN ITEMS LESS THAN 300 DOLS,F,3rd
ASO19JBN000454,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN000454,#2,810.09.2b,TRESPASSING: FAIL TO LEAVE PROPERTY UPON ORDER BY OWNER,M,1st
ASO18JBN006531,#1,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO18JBN006531,#2,784.0487.4a,CONTEMPT OF COURT: VIOL INJ UNLAWFUL THREAT WORD OR ACT VIOLENCE,M,1st
ASO18JBN006531,#3,806.13.1b2,DAMAGE PROP-CRIM MISCH: OVER 200 DOLS UNDER 1000 DOLS,M,1st
ASO18JBN006531,#4,806.13.1b2,DAMAGE PROP-CRIM MISCH: OVER 200 DOLS UNDER 1000 DOLS,M,1st
ASO18JBN006531,#5,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO18JBN006531,#6,784.0487.4a,CONTEMPT OF COURT: VIOL INJ UNLAWFUL THREAT WORD OR ACT VIOLENCE,M,1st
ASO18JBN005031,#1,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#2,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#3,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#4,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#5,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#6,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#7,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#8,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#9,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#10,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#11,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#12,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#13,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#14,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#15,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#16,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#17,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#18,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#19,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO18JBN005031,#20,827.071.5,OBSCENE MATERIAL-POSSESS: POSS CONTROL VIEW DEPICTION CHILD SEX CONDUCT,F,3rd
ASO19JBN001376,#1,784.045.1a1,AGGRAV BATTERY: CAUSE BODILY HARM OR DISABILITY,F,2nd
ASO19JBN001376,#2,784.045.1a2,AGGRAV BATTERY: PERSON USES A DEADLY WEAPON,F,2nd
ASO19JBN001376,#3,784.045.1a2,AGGRAV BATTERY: PERSON USES A DEADLY WEAPON,F,2nd
ASO19JBN001376,#4,784.045.1a1,AGGRAV BATTERY: CAUSE BODILY HARM OR DISABILITY,F,2nd
ASO19JBN001500,#1,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO19JBN001500,#2,784.045.1a2,AGGRAV BATTERY: PERSON USES A DEADLY WEAPON,F,2nd
ASO18JBN005434,#1,827.03.2c,CRUELTY TOWARD CHILD: ABUSE CHILD WITHOUT GREAT BODILY HARM,F,3rd
ASO19JBN000873,#1,812.135.2b,ROBBERY-RESID: HOME INVASION WITH WEAPON,F,1st
ASO19JBN001098,#1,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO19JBN001098,#2,812.014.2c5,LARC: GRAND THEFT OF FIREARM,F,3rd
ASO18JBN005219,#1,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN005219,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN005219,#3,893.13.1a1,COCAINE-POSSESS: WITH INTENT TO SELL MFG DELIV ETC SCHEDULE II,F,2nd
ASO18JBN005219,#4,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN005219,#5,893.135.1b1,COCAINE-TRAFFIC: 28 GRAMS LESS THAN 150 KG COCAINE OR MIXTURE,F,1st
ASO18JBN005219,#6,316.1935.1,FLEE/ELUDE POLICE: FAIL TO OBEY LEO ORDER TO STOP,F,3rd
ASO18JBN005219,#7,322.34.2,MOVING TRAFFIC VIOL: KNOWINGLY DRIVE WHILE LIC SUSPENDED REVOKED,M,2nd
ASO18JBN006702,#1,777.03,PUBLIC ORDER CRIMES: ACCESSORY AFTER THE FACT OF CAPITAL FELONY,F,1st
ASO18JBN006702,#2,837.02.2,FRAUD-FALSE STATEMENT: IN PROSECUTION OF CAPITAL FELONY,F,2nd
ASO18JBN006702,#3,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN005498,#1,316.063.1,HIT AND RUN: ACCIDENT UNATTENDED VEH OR PROP WO LEAVING ID,M,2nd
ASO18JBN005498,#2,316.1935.1,FLEE/ELUDE POLICE: FAIL TO OBEY LEO ORDER TO STOP,F,3rd
ASO18JBN005498,#3,322.03.1,MOVING TRAFFIC VIOL: OPERATE MOTOR VEHICLE WO VALID LICENSE,M,2nd
ASO18JBN005498,#4,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN006360,#1,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO18JBN006360,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000420,#1,810.02.3c,BURGL: OCCUPIED STRUCTURE UNARMED,F,2nd
ASO19JBN000420,#2,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN000420,#3,810.09.2b,TRESPASSING: FAIL TO LEAVE PROPERTY UPON ORDER BY OWNER,M,1st
ASO17JBN002923,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN002923,#2,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002923,#3,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002923,#4,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO17JBN002923,#5,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO17JBN002923,#6,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO19JBN000636,#1,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO19JBN001329,#1,800.04.4a1,LEWD LASCV BEHAVIOR: VICTIM AGE 12 TO 16,F,2nd
ASO19JBN001360,#1,947.21,PAROLE VIOLATION: REF UNK/FEL/MISD/JUV NON CRITERIA CHARGE,N,N
ASO19JBN001385,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN000210,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000428,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007807,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN007807,#2,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO18JBN007807,#3,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO18JBN007807,#4,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN000837,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001669,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN003302,#1,784.048.3,AGGRAV STALKING: FOLLOW HARASS CYBERSTALK CRED THREAT TO PERSON,F,3rd
ASO18JBN003302,#2,914.22.1,OBSTRUCTING JUSTICE: INTIMIDATE THREATEN ETC VICT WITNESS INFORMANT,F,3rd
ASO18JBN007767,#1,499.03,DRUGS-HEALTH OR SAFETY: POSSESS NEW LEGEND DRUG WO PRESCRIPTION,M,2nd
ASO18JBN007767,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO15JBN106432,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO15JBN106432,#2,812.13.2b,ROBBERY: WITH WEAPON,F,1st
ASO15JBN106432,#3,812.13.2b,ROBBERY: WITH WEAPON,F,1st
ASO19JBN001250,#1,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO19JBN001250,#2,790.1,WEAPON OFFENSE: IMPROPER EXHIBIT FIREARM OR DANGEROUS WEAPON,M,1st
ASO19JBN001250,#3,806.13.1b1,DAMAGE PROP-CRIM MISCH: 200 DOLS OR LESS SUBSQ OFF,F,3rd
ASO19JBN001250,#4,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN000548,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000548,#2,810.02.3b,BURGL: OF UNOCCUPIED DWELLING; UNARMED; NO ASSLT/BATT,F,2nd
ASO19JBN001161,#1,893.13.1a1,SYNTH NARCOTIC-SELL: SCHEDULE I OR II,F,2nd
ASO18JBN006221,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO17JBN007156,#1,787.02.1b,KIDNAP-FALSE IMPRISONMENT: CHILD UNDER 13 YEARS OF AGE,F,3rd
ASO17JBN007156,#2,800.04.5b,LEWD LASCV BEHAVIOR: MOLEST VIC LESS 12YOA OFFENDER 18 YOA OR OLDER,F,L
ASO17JBN005404,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN005404,#2,316.1935.2,RESIST OFFICER: FLEE ELUDE LEO WITH LIGHTS SIREN ACTIVE,F,3rd
ASO17JBN005404,#3,316.063.1,HIT AND RUN: ACCIDENT UNATTENDED VEH OR PROP WO LEAVING ID,M,2nd
ASO17JBN005404,#4,322.03.1,MOVING TRAFFIC VIOL: OPERATE MOTOR VEHICLE WO VALID LICENSE,M,2nd
ASO17JBN005404,#5,316.1935.4b,RESIST OFFICER: AGGRAV FLEE ATT ELUDE LEO W INJURY OR PROP DMG,F,2nd
ASO17JBN005404,#6,812.13.2b,ROBBERY: WITH WEAPON,F,1st
ASO19JBN001256,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO19JBN001256,#2,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO19JBN001033,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO19JBN001044,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO18JBN002369,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN002369,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN002369,#3,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN002369,#4,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN006642,#1,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO18JBN007794,#1,800.03,INDECENT EXPOSURE: EXPOSURE OF SEXUAL ORGANS,M,1st
ASO19JBN000415,#1,784.021.1b,ASSAULT: WITH INTENT TO COMMIT A FELONY,F,3rd
ASO19JBN000415,#2,784.021.1b,ASSAULT: WITH INTENT TO COMMIT A FELONY,F,3rd
ASO19JBN000415,#3,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO19JBN000415,#4,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO19JBN001581,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001539,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001539,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000264,#1,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO19JBN000264,#2,810.02.2a,BURGL: WITH ASSAULT OR BATTERY,F,1st
